PID,CHALT,LCITY,INCOME,WEEKEND,FEMSEX,ALONE,IVTT_c,IVTT_a,IVTT_r,OVTT_c,OVTT_a,OVTT_r,COST_c,COST_a,COST_r,FREQ_a,FREQ_r
1708,2,1,70,0,0,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1709,2,1,70,0,0,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1710,2,1,70,0,0,0,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1711,2,1,55,0,0,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1712,2,1,45,0,0,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1713,2,1,70,0,0,0,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1714,2,1,70,0,0,0,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1715,2,1,70,0,0,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1716,2,1,45,0,0,0,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1717,2,1,70,0,0,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1718,2,1,35,0,1,0,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1719,2,1,45,0,0,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1720,2,1,70,0,0,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1721,2,1,70,0,1,0,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1722,2,1,70,1,0,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1723,2,1,70,1,0,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1724,2,1,35,1,1,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1725,2,1,55,1,0,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1726,2,1,70,1,0,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1727,2,1,70,1,0,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1728,2,1,70,1,0,1,292,58,263,0,98,75,81.13,164.5,64.25,36,3
1729,3,1,45,1,0,1,300,58,263,0,118,79,84.36,168.5,64.55,36,3
1730,2,1,70,1,0,0,300,58,263,0,118,79,84.36,168.5,64.55,36,3
1731,1,1,45,0,0,0,300,58,263,0,118,79,84.36,168.5,64.55,36,3
1732,2,1,70,0,0,0,298,58,263,0,123,110,87.78,167.1,66.55,36,3
1733,2,1,25,1,1,1,298,58,263,0,123,110,87.78,167.1,66.55,36,3
1734,2,1,55,1,0,1,298,58,263,0,123,110,87.78,167.1,66.55,36,3
1735,3,1,5,1,0,0,285,58,263,0,103,80,80.18,169.5,65.55,36,3
1736,3,1,55,1,0,1,285,58,263,0,103,80,80.18,169.5,65.55,36,3
1737,3,1,45,1,0,1,285,58,263,0,103,80,80.18,169.5,65.55,36,3
1738,2,1,55,0,1,1,285,58,263,0,103,80,80.18,169.5,65.55,36,3
1739,2,1,70,0,0,1,285,58,263,0,103,80,80.18,169.5,65.55,36,3
1740,2,1,35,0,1,0,285,58,263,0,103,80,80.18,169.5,65.55,36,3
1741,2,1,70,0,0,0,285,58,263,0,103,80,80.18,169.5,65.55,36,3
1742,2,1,45,0,0,1,285,58,263,0,103,80,80.18,169.5,65.55,36,3
1743,2,1,70,0,0,1,285,58,263,0,103,80,80.18,169.5,65.55,36,3
1744,3,1,70,0,0,1,347,69,304,0,123,93,101.27,196.5,79.35,45,5
1745,2,1,70,1,0,1,347,69,304,0,123,93,101.27,196.5,79.35,45,5
1746,2,1,70,0,0,1,369,69,304,0,118,90,110.2,196.5,79.35,45,5
1747,3,1,45,0,0,1,397,69,304,0,128,105,114.38,196.5,81.35,45,5
1748,3,1,70,1,1,1,397,69,304,0,128,105,114.38,196.5,81.35,45,5
1749,2,1,70,0,1,1,341,69,304,0,110,80,102.41,188.5,78.8,45,5
1750,2,1,35,1,1,1,341,69,304,0,110,80,102.41,188.5,78.8,45,5
1751,2,1,45,1,0,0,341,69,304,0,110,80,102.41,188.5,78.8,45,5
1752,2,1,55,0,0,1,341,69,304,0,110,85,102.41,188.5,77.35,45,5
1753,3,1,25,0,1,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1754,3,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1755,3,1,15,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1756,3,1,45,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1757,3,1,25,0,0,0,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1758,3,1,31.96,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1759,3,1,70,1,1,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1760,3,1,35,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1761,3,1,25,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1762,3,1,70,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1763,3,1,70,1,1,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1764,3,1,31.96,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1765,2,1,70,0,0,0,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1766,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1767,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1768,2,1,25,0,1,0,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1769,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1770,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1771,2,1,70,0,1,0,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1772,2,1,70,0,1,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1773,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1774,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1775,2,1,70,0,0,0,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1776,2,1,55,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1777,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1778,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1779,2,1,35,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1780,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1781,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1782,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1783,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1784,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1785,2,1,70,0,0,0,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1786,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1787,2,1,70,0,1,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1788,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1789,2,1,55,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1790,2,1,55,0,0,0,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1791,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1792,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1793,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1794,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1795,2,1,70,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1796,2,1,70,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1797,2,1,25,1,1,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1798,2,1,70,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1799,2,1,70,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1800,2,1,70,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1801,2,1,70,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1802,2,1,70,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1803,2,1,70,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1804,2,1,55,1,0,0,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1805,2,1,70,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1806,2,1,70,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1807,2,1,15,1,1,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1808,2,1,70,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1809,2,1,70,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1810,2,1,45,1,0,0,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1811,2,1,70,1,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1812,2,1,70,1,1,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1813,1,1,35,0,0,1,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1814,1,1,55,0,0,0,341,69,285,0,99,75,102.41,183.75,70.25,45,5
1815,3,1,25,0,0,0,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1816,3,1,35,1,1,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1817,3,1,35,1,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1818,3,1,5,1,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1819,2,1,70,0,1,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1820,2,1,70,0,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1821,2,1,55,0,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1822,2,1,70,0,1,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1823,2,1,26.75,0,1,0,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1824,2,1,70,0,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1825,2,1,70,0,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1826,2,1,70,0,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1827,2,1,70,0,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1828,2,1,70,0,0,0,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1829,2,1,15,0,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1830,2,1,70,0,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1831,2,1,70,0,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1832,2,1,70,1,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1833,2,1,55,1,1,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1834,2,1,70,1,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1835,2,1,70,1,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1836,2,1,70,1,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1837,2,1,70,1,1,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1838,2,1,70,1,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1839,2,1,25,1,1,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1840,1,1,35,0,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1841,1,1,70,0,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1842,1,1,70,0,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1843,1,1,70,1,0,1,328,69,304,0,103,75,100.51,186.5,71.9,45,5
1844,2,1,70,0,0,1,335,69,304,0,106,70,101.46,187.15,71.35,45,5
1845,2,1,70,1,0,1,335,69,304,0,106,70,101.46,187.15,71.35,45,5
1846,2,1,70,1,1,1,335,69,304,0,106,70,101.46,187.15,71.35,45,5
1847,2,1,70,1,0,0,335,69,304,0,106,70,101.46,187.15,71.35,45,5
1848,3,1,70,0,0,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1849,3,1,45,0,1,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1850,3,1,70,0,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1851,3,1,45,0,1,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1852,3,1,45,0,0,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1853,3,1,23.2,0,0,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1854,3,1,70,0,1,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1855,3,1,70,1,1,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1856,3,1,70,1,0,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1857,3,1,70,1,1,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1858,3,1,35,1,0,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1859,3,1,70,1,1,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1860,3,1,35,1,0,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1861,3,1,5,1,1,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1862,2,1,70,0,1,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1863,2,1,70,0,0,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1864,2,1,70,0,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1865,2,1,70,0,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1866,2,1,45,0,1,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1867,2,1,55,0,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1868,2,1,70,0,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1869,2,1,70,0,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1870,2,1,70,0,0,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1871,2,1,70,0,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1872,2,1,70,0,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1873,2,1,70,0,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1874,2,1,70,0,1,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1875,2,1,70,0,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1876,2,1,70,0,0,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1877,2,1,45,0,1,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1878,2,1,25,1,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1879,2,1,35,1,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1880,2,1,70,1,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1881,2,1,55,1,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1882,2,1,70,1,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1883,2,1,70,1,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1884,2,1,35,1,1,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1885,1,1,35,0,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1886,1,1,45,0,0,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1887,1,1,70,0,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1888,1,1,70,1,0,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1889,1,1,70,1,0,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1890,1,1,70,1,0,1,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1891,1,1,15,1,0,0,335,69,304,0,103,62,101.46,193.05,69.35,45,5
1892,2,1,70,0,0,0,335,69,304,0,113,75,101.46,193.6,70.35,45,5
1893,3,1,45,1,0,1,335,69,304,0,108,77,101.46,194.5,70.85,45,5
1894,2,1,55,0,1,1,335,69,304,0,108,77,101.46,194.5,70.85,45,5
1895,1,1,35,0,0,1,335,69,304,0,108,77,101.46,194.5,70.85,45,5
1896,2,1,45,1,1,1,341,69,304,0,118,80,102.41,196.1,72.35,45,5
1897,2,1,70,0,0,1,292,69,304,0,138,140,88.73,196.5,75.35,45,5
1898,2,1,70,0,0,1,292,69,304,0,138,140,88.73,196.5,75.35,45,5
1899,3,1,45,0,0,0,361,69,304,0,108,85,108.68,192.8,73.2,45,5
1900,3,1,70,1,0,1,341,69,304,0,112,80,104.12,192.5,71.35,45,5
1901,2,1,70,1,0,1,341,69,304,0,112,80,104.12,192.5,71.35,45,5
1902,3,1,45,0,0,1,336,69,304,0,116,80,102.79,192.85,72.85,45,5
1903,3,1,70,0,1,1,336,69,304,0,116,80,102.79,192.85,72.85,45,5
1904,2,1,70,0,0,1,336,69,304,0,116,80,102.79,192.85,72.85,45,5
1905,2,1,70,0,1,0,336,69,304,0,116,80,102.79,192.85,72.85,45,5
1906,2,1,70,0,0,1,336,69,304,0,116,80,102.79,192.85,72.85,45,5
1907,2,1,70,0,1,1,336,69,304,0,116,80,102.79,192.85,72.85,45,5
1908,2,1,23.2,0,1,1,336,69,304,0,116,80,102.79,192.85,72.85,45,5
1909,2,1,70,1,0,1,336,69,304,0,116,80,102.79,192.85,72.85,45,5
1910,2,1,70,1,0,0,336,69,304,0,116,80,102.79,192.85,72.85,45,5
1911,2,1,70,1,0,1,336,69,304,0,116,80,102.79,192.85,72.85,45,5
1912,2,1,70,1,0,0,336,69,304,0,116,80,102.79,192.85,72.85,45,5
1913,2,1,25,1,1,0,379,69,304,0,108,89,114.19,187.8,73.35,45,5
1914,3,1,70,0,1,1,302,69,285,0,111,78,92.15,190.3,72,45,5
1915,2,1,70,1,0,1,302,69,285,0,111,78,92.15,190.3,72,45,5
1916,2,1,70,0,0,1,375,69,304,0,153,120,115.33,196.5,77.35,45,5
1917,2,1,45,0,0,0,409,69,304,0,158,125,123.12,191,79.35,45,5
1918,2,1,70,0,0,1,409,69,304,0,158,125,123.12,191,79.35,45,5
1919,3,1,5,1,1,0,461,84,507,0,91,60,141.93,213.9,99.5,4,2
1920,2,1,70,1,1,0,461,84,507,0,91,60,141.93,213.9,99.5,4,2
1921,3,1,25,1,1,1,465,84,534,0,99,68,142.5,214.9,100.05,4,2
1922,3,1,70,1,1,0,465,84,534,0,99,68,142.5,214.9,100.05,4,2
1923,3,1,35,1,1,1,465,84,534,0,99,68,142.5,214.9,100.05,4,2
1924,2,1,45,0,0,1,465,84,534,0,99,68,142.5,214.9,100.05,4,2
1925,2,1,70,0,0,1,465,84,534,0,99,68,142.5,214.9,100.05,4,2
1926,2,1,35,1,1,0,465,84,534,0,99,68,142.5,214.9,100.05,4,2
1927,2,1,70,1,0,0,465,84,534,0,99,68,142.5,214.9,100.05,4,2
1928,2,1,55,1,0,1,465,84,534,0,99,68,142.5,214.9,100.05,4,2
1929,2,1,25,0,0,0,582,84,534,0,103,80,169.29,222.9,103.75,4,2
1930,2,1,55,0,0,0,424,69,304,0,153,125,130.53,196.5,79.35,45,5
1931,1,1,35,0,1,0,414,69,304,0,143,115,125.97,196.5,75.35,45,5
1932,2,1,35,0,1,0,379,69,304,0,138,110,114.19,193.1,74.35,45,5
1933,2,1,45,0,0,0,379,69,304,0,138,110,114.19,193.1,74.35,45,5
1934,3,1,25,0,1,1,357,69,304,0,123,95,109.25,196.5,79.35,45,5
1935,2,1,55,0,0,1,380,69,304,0,128,95,114.95,196.5,79.35,45,5
1936,3,1,70,1,0,1,419,69,304,0,163,125,127.87,196.5,79.35,45,5
1937,2,1,70,1,0,1,473,84,534,0,98,80,143.26,214.9,103.75,4,2
1938,2,1,70,0,0,0,636,84,534,0,103,120,181.83,222.9,105.75,4,2
1939,2,1,45,1,0,1,636,84,534,0,103,120,181.83,222.9,105.75,4,2
1940,1,1,70,0,0,1,193,40,120,0,135,126,43.13,129.4,47,25,12
1941,2,1,45,0,0,1,285,58,263,0,85,75,80.18,153.5,64.4,36,3
1942,2,1,70,0,0,0,348,69,285,0,86,76,103.36,174.15,72.1,45,5
1943,2,1,35,1,0,1,341,69,304,0,90,63,102.41,183.45,71.2,45,5
1944,3,1,15,0,0,0,420,69,304,0,130,116,126.92,186.9,77.2,45,5
1945,3,1,70,1,0,0,287,58,263,0,95,89,80.56,153.5,63.9,36,3
1946,2,1,70,0,0,1,287,58,263,0,95,89,80.56,153.5,63.9,36,3
1947,2,1,70,0,0,0,287,58,263,0,95,89,80.56,153.5,63.9,36,3
1948,2,1,70,0,0,1,287,58,263,0,95,89,80.56,153.5,63.9,36,3
1949,2,1,55,0,1,0,294,58,263,0,100,95,81.51,159.9,66.9,36,3
1950,1,1,55,0,0,0,350,69,304,0,107,95,103.74,178.9,80.15,45,5
1951,2,1,35,0,0,1,337,69,304,0,100,90,101.84,176.9,73.25,45,5
1952,3,1,25,0,0,1,343,69,304,0,100,77,102.79,183.45,70.7,45,5
1953,2,1,45,0,0,1,394,69,304,0,130,115,110.01,186.9,80.7,45,5
1954,1,1,55,0,0,1,149,60,109,0,114,100,40.09,152.75,42.7,6,5
1955,1,1,35,0,0,1,149,60,109,0,114,100,40.09,152.75,42.7,6,5
1956,1,1,45,1,0,0,149,60,109,0,114,100,40.09,152.75,42.7,6,5
1957,1,1,55,0,0,1,117,60,96,0,124,90,31.92,152.75,38.1,6,2
1958,3,1,70,0,1,1,126,60,109,0,114,90,34.77,152.75,40.5,6,5
1959,3,1,35,1,1,1,126,60,109,0,114,90,34.77,152.75,40.5,6,5
1960,1,1,70,0,0,1,126,60,109,0,114,90,34.77,152.75,40.5,6,5
1961,1,1,15,1,0,1,126,60,109,0,114,90,34.77,152.75,40.5,6,5
1962,1,1,70,1,0,0,126,60,109,0,114,90,34.77,152.75,40.5,6,5
1963,3,1,25,0,1,0,163,60,148,0,82,90,46.74,149.9,47.4,6,8
1964,3,1,55,0,1,1,163,60,148,0,82,90,46.74,149.9,47.4,6,8
1965,3,1,70,1,1,0,163,60,148,0,82,90,46.74,149.9,47.4,6,8
1966,3,1,70,1,1,1,163,60,148,0,82,90,46.74,149.9,47.4,6,8
1967,2,1,70,0,0,1,163,60,148,0,82,90,46.74,149.9,47.4,6,8
1968,1,1,70,0,0,1,163,60,148,0,82,90,46.74,149.9,47.4,6,8
1969,1,1,55,0,0,1,163,60,148,0,82,90,46.74,149.9,47.4,6,8
1970,1,1,35,0,0,0,163,60,148,0,82,90,46.74,149.9,47.4,6,8
1971,1,1,55,0,0,1,163,60,148,0,82,90,46.74,149.9,47.4,6,8
1972,1,1,45,1,0,1,163,60,148,0,82,90,46.74,149.9,47.4,6,8
1973,1,1,55,1,0,1,196,60,148,0,104,103,52.63,152.75,49.9,6,8
1974,1,1,55,0,0,1,210,58,190,0,154,85,61.75,171.35,57.7,36,5
1975,1,1,70,1,0,1,210,58,190,0,154,85,61.75,171.35,57.7,36,5
1976,1,1,70,0,1,0,227,58,148,0,119,120,65.55,167.95,54.9,36,8
1977,1,1,25,0,1,1,269,58,238,0,144,85,79.99,171.35,54.3,36,3
1978,1,1,70,0,0,1,269,58,238,0,144,85,79.99,171.35,54.3,36,3
1979,1,1,70,0,0,0,269,58,238,0,144,85,79.99,171.35,54.3,36,3
1980,1,1,70,1,0,1,269,58,238,0,144,85,79.99,171.35,54.3,36,3
1981,2,1,70,0,0,1,310,58,238,0,144,110,91.01,171.35,58.3,36,3
1982,2,1,70,1,0,1,251,58,223,0,127,90,67.07,161.95,61.7,36,3
1983,1,1,29.11,0,0,1,251,58,223,0,127,90,67.07,161.95,61.7,36,3
1984,1,1,70,0,0,1,251,58,223,0,127,90,67.07,161.95,61.7,36,3
1985,2,1,55,0,0,1,263,58,263,0,109,110,74.67,166.35,66.9,36,3
1986,1,1,25,0,1,0,263,58,263,0,109,110,74.67,166.35,66.9,36,3
1987,2,1,70,0,1,1,283,58,263,0,99,110,74.29,163.35,66.9,36,3
1988,2,1,70,0,1,0,283,58,263,0,99,110,74.29,163.35,66.9,36,3
1989,2,1,70,0,0,0,283,58,263,0,99,110,74.29,163.35,66.9,36,3
1990,2,1,35,0,0,1,283,58,263,0,99,110,74.29,163.35,66.9,36,3
1991,2,1,70,0,0,1,283,58,263,0,99,110,74.29,163.35,66.9,36,3
1992,3,1,25,0,1,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
1993,3,1,35.22,1,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
1994,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
1995,2,1,70,0,0,0,289,58,263,0,94,99,80.75,159.95,64.9,36,3
1996,2,1,70,0,0,0,289,58,263,0,94,99,80.75,159.95,64.9,36,3
1997,2,1,55,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
1998,2,1,70,0,0,0,289,58,263,0,94,99,80.75,159.95,64.9,36,3
1999,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2000,2,1,45,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2001,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2002,2,1,35,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2003,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2004,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2005,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2006,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2007,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2008,2,1,35.22,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2009,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2010,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2011,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2012,2,1,35,0,1,0,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2013,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2014,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2015,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2016,2,1,70,0,1,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2017,2,1,70,0,0,0,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2018,2,1,35,0,1,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2019,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2020,2,1,35.22,0,0,0,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2021,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2022,2,1,55,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2023,2,1,70,0,0,0,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2024,2,1,25,0,1,0,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2025,2,1,35,0,1,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2026,2,1,35,0,1,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2027,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2028,2,1,70,0,0,0,289,58,263,0,94,99,80.75,159.95,64.9,36,3
2029,2,1,70,0,0,1,289,58,263,0,94,99,80.75,159.95,64.9,36,3
